post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount
659,2023-05-30 21:01:33+00:00,urbanoutfitters,@obeyclothing has done it again with new graphic tees and polos to wear all summer long. Link in bio.,,1392,2
660,2023-05-27 21:53:58+00:00,spfw,"Rafa Silvério fez seu primeiro mergulho na praia com esta coleção de sua marca @silveriobrand E foi um bom mergulho, entrelaçando cidade e praia, passeando entre a alfaiataria desestruturada dos centros urbanos a uma praia ousada e vibrante.  O verão da Silvério é mais sóbrio e urbano, arquitetônico, mas essa incursão pelo beachwear trouxe cores iluminadas que servem como focos de luz e de sensualidade, rejuvenescendo e trazendo uma novidade para o repertório da marca.  O desfile teve uma trilha ao vivo e cenas de um mar revolto no telão de fundo, que explica o tipo de praia que Rafael imagina: um mar lindo e fresco, mas revolto e profundo.  #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie","spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",3555,35
661,2023-05-25 19:29:00+00:00,urbanoutfitters,You're SO ready for summer. #uocommunity  📸: @puza_ishere @caitlynwarakomski @gbrinkly @sarahxu21 @sarah_novio,uocommunity,1873,12
662,2023-05-02 20:08:07+00:00,versace,"Donatella Versace's custom Atelier Versace gown for the Met Gala 2023.  Over 700 hours of craft by Atelier Versace created Donatella Versace's Met Gala gown. Chandelier, Swarovski crystal, stones, paillette, and handmade organza flower embellishments were each hand embroidered onto a delicate nude illusion tulle in a degradé pattern that mimicks that of tweed—a material synonymous with Karl Lagerfeld and the House of Chanel.  @donatella_versace #AtelierVersace #MetGala #MetGala2023","AtelierVersace, MetGala, MetGala2023",218237,430
663,2023-05-27 12:00:00+00:00,spfw,"Planta que cresce em roupa? Foi isso mesmo que vimos no desfile da marca @martins__________  em uma colaboração com a designer espanhola Paula Ulargui (@ulargui_escalona ) e a @oficialype   Paula tem um projeto incrível que tem chamado atenção de marcas do mundo inteiro. Foi seu trabalho do último ano da faculdade e que tem rendido reflexões sobre nossa relação com a natureza e da própria indústria da moda com o meio ambiente.  A roupa é feita com um material de fibras naturais que proporcionam o ambiente perfeito pra planta crescer dentro do tecido, com os nutrientes certos. Alguns tecidos são mais fáceis de implementar as sementes, outros exigem mais técnica.  E o mais surpreendente é que Paula mostrou que isso é possível: plantas crescendo em roupas. E que o cuidado é fundamental para que elas durem e você possa continuar usando. Isso também traz muitas reflexões acerca da nossa relação com a “Fico feliz que um projeto tão pessoal pra mim tem se transformado numa nova maneira da gente conectar com a natureza. O projeto tem recebido uma repercussão enorme e tenho trabalhado em colab com diversas marcas pelo mundo. E fiquei muito contente de vir para o Brasil trabalhar com a equipe do Tom e da Ypê”, finaliza Paula.   Vocês usariam? 🌿🌿🌿  #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie","spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",14184,102
664,2023-05-26 08:15:05+00:00,prada,"Storm Reid and Daryl McCormack in Prada while attending the Chopard Trophy, during the 76th Cannes film festival.   Storm Reid wore a technical fabric floral print dress embellished with all-over embroidery in multicolored sequins and three-dimensional crystals. Black satin sandals.  Daryl McCormack wore a single-breasted wool and mohair suit with silk faille lapel and covered buttons, white poplin shirt and black faille tie. Black patent shoes.   #PradaPeople @stormreid #DarylMcCormack  @festivaldecannes #Cannes2023","PradaPeople, DarylMcCormack, Cannes2023",12476,34
665,2023-05-27 11:00:00+00:00,spfw,Programação de hoje. Acompanhe tudo pelas nossas redes e assista aos desfiles na íntegra no nosso canal do YouTube.   #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie,"spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",1864,26
666,2023-05-27 20:50:35+00:00,spfw,"A @localiza fez um desfile lindo em nossa passarela✨   O desfile faz parte de um super projeto que iniciamos lá em novembro de 2022, e agora chegamos ao resultado final: os novos uniformes da empresa, assinados pela estilista @bru.cacique, vencedora do concurso Moda & Movimento.   #LocalizaModaEMovimento",LocalizaModaEMovimento,10073,97
667,2023-05-02 11:00:07+00:00,versace,"Anne Hathaway's custom Atelier Versace gown for the Met Gala 2023.  Atelier Versace used over 15 meters of fabric and 450 hours to handcraft Anne Hathway's custom gown for this year's Met Gala. Embellishments were custom made for the occassion, combining pearls used throughout Karl Lagerfeld's Chanel collections with Versace signatures including Medusa Safety Pins.  @annehathaway #AtelierVersace #MetGala #MetGala2023","AtelierVersace, MetGala, MetGala2023",938672,1642
668,2023-05-26 17:55:50+00:00,whowhatwear,"Small buy, big impact. As the fashion crowd continues to resurface every late '90s to early 2000s accessory imaginable, stretchy headbands have come back in a big way. Effortless and affordable, it's the easiest It girl-approved look to copy. Tap our link for more inspo around the trend. #HighlyDocumented photos: @nicolaannepeltzbeckham, @lauraharrier, @bellahadid, @bettinalooney, @hoskelsa",HighlyDocumented,22745,35
669,2023-04-29 08:00:00+00:00,versace,Versace Eyewear Spring-Summer 2023  Now at Versace.com via the link in bio  #VersaceSunglasses #VersaceEyewear,"VersaceSunglasses, VersaceEyewear",123446,360
670,2023-03-24 09:39:46+00:00,parisiensinparis,"There’s chic and then there’s chic 🇫🇷😍 also, Paris has a shearling and cognac trend going on!   #LoroPiana #LoroPianaBaleBag #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW","LoroPiana, LoroPianaBaleBag, ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",11907,45
671,2023-05-24 17:30:11+00:00,whowhatwear,"There’s one thing that connects the @jonasbrothers now more than ever before: being fathers. “The reason who I am today is because of my kids. Whether that is figuring out how to get home sooner or thinking about them when we’re writing, it’s ever present. They are your children. They are the most important thing in your life,” says @kevinjonas, who notes that most of lyrics from #TheAlbum are based on fatherhood and brotherhood. Read more from our May cover story at the link in bio.  photographer: @rebekahcampbell stylist: @mjonf at @thewallgroup grooming: @kumicraig using @lamer at @thewallgroup manicure: @michinail using Boy de Chanel at @artdeptagency art director: @bonatalia executive talent director: @jbake21 editor: @thatgirlyusra video director: @stephrmro director of photography: @emmapenrose video editor: @collinhughart camera operator: @zachkry sound mixer: drummond dominguez-kincannon",TheAlbum,12214,54
672,2023-05-24 16:01:39+00:00,whowhatwear,"It was a different social media era back in 2005 when the @jonasbrothers officially formed as a band. “We started off with MySpace being a thing. We had 100 followers on MySpace, and we were like, ‘We did it, guys. We can retire. We made it,’” says @joejonas, who has since moved on and become somewhat of a TikTok star, sharing content with nearly 6 million followers. As for the band’s future? According to Joe, “If we’re still making music and pursuing doing what we love in another 20 years, I mean, pinch me—that’s just awesome.” Read more at the link in our bio.  photographer: @rebekahcampbell stylist: @mjonf at @thewallgroup grooming: @kumicraig using @lamer at @thewallgroup manicure: @michinail using Boy de Chanel at @artdeptagency art director: @bonatalia executive talent director: @jbake21 editor: @thatgirlyusra video director: @stephrmro director of photography: @emmapenrose video editor: @collinhughart camera operator: @zachkry sound mixer: drummond dominguez-kincannon",,34533,104
673,2023-04-26 12:16:15+00:00,watchingnewyork,Streets are heating up! Recent favorites   #streetfashion #fashion #street #NYC  #nycfashion #spring #springfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, spring, springfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",34589,279
674,2023-05-19 08:28:03+00:00,datewithversace,@Ester_Exposito shines at #Cannes2023 wearing #AtelierVersace Spring/Summer 2023 dress!   @versace @donatella_versace,"Cannes2023, AtelierVersace",2886,9
675,2023-04-23 13:31:58+00:00,watchingnewyork,April Archives   #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift #puppy #dog,"streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift, puppy, dog",36308,137
676,2023-05-24 02:24:20+00:00,whowhatwear,"RIP to the overfilled, perfectly arched ""Instagram brow."" As makeup trends have evolved toward a more natural look, we've seen fluffy, brushed-up (verging on unruly) brows dominate the runway and our FYP, and experimental bleached and skinny '90s brows are becoming more mainstream. For more 2023 eyebrow trends and expert predictions, head to the link in bio. photos: @kendalljenner @badgalriri @dualipa @lauraelizabethklein",,16271,107
677,2023-04-19 12:26:45+00:00,watchingnewyork,Is it hot? Is it cold? 🤷‍♂️ recent top shots   #thewildestpartner #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift,"thewildestpartner, streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",32624,287
678,2023-04-12 12:18:00+00:00,watchingnewyork,Some of my favorite trios from this Winter    #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",30136,160
679,2023-05-02 02:12:09+00:00,nyfw,"Showstopping. #JanelleMonae, #TeyannaTaylor, #OliviaRodrigo, #BellaRamsey, #SoraChoi, and #AlexanderSkarsgard wear #ThomBrowne at the #MetGala.  📸: @gettyimages","JanelleMonae,, TeyannaTaylor,, OliviaRodrigo,, BellaRamsey,, SoraChoi,, AlexanderSkarsgard, ThomBrowne, MetGala.",18767,70
680,2023-04-07 12:36:19+00:00,watchingnewyork,"FRIDAY! Wear something great, be nice and eat all the good foods!   #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift","streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",32320,159
681,2022-01-09 23:17:34+00:00,zendaya,A reminder before tonight…,,9229231,20272
682,2023-05-23 11:59:21+00:00,adidasfootball,"Two iconic brands, three iconic boots, three heroic players.  Sign-up now for the adidas Football for Prada via link in bio, the adidas CONFIRMED app and prada stores.  #adidasforPrada #Prada #adidasfootball","adidasforPrada, Prada, adidasfootball",331719,649
683,2022-01-13 19:47:35+00:00,zendaya,"This news just breaks my heart. To speak about her as if she’s not with us feels strange as she is so incredibly full of life. There’s not a time I saw her without her iconic red lips and full teased hair, a true rockstar through and through. Ronnie, being able to know you has been one of the greatest honors of my life. Thank you for sharing your life with me, I could listen to your stories for hours and hours. Thank you for your unmeasured talent, your unwavering love for performing, your strength, resilience and your grace. There is absolutely nothing that could dim the light you cast. I admire you so much and am so grateful for the bond we share. You are a magical force of greatness and the world of music will never be the same. I wish everyone got to experience you the way I did. We celebrate your beautiful life and give you all the flowers you so rightfully deserve. Rest in great power Ronnie. I hope to make you proud.",,4861471,4847
684,2023-04-09 12:30:00+00:00,watchingnewyork,Easter colors for today. Hope you find all your eggs!!! ❤️🧡💛💚💙💜🐰🐣  #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift #easter #pastels,"streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift, easter, pastels",26252,174
685,2023-05-04 16:02:21+00:00,nyfw,Archive browsing & 2000’s nostalgia is in full swing. #TommyHilfiger said his #SS04 collection was “about color and fun.  Photos courtesy of @gettyimages,"TommyHilfiger, SS04",1188,17
686,2023-05-24 19:38:14+00:00,whowhatwear,"How do you define boundaries when your family is your work? It may have taken almost 20 years to get here, but @nickjonas, the youngest of the @jonasbrothers, praises the current stage of their sibling journey above all. “We’re brothers at the end of the day, and we also work together. It’s a lot to unpack on a daily basis, but we found a good balance, and I think that’s because, with time, age, and maturity, you find a way for it to all make sense and enjoy the ride. Life is too short to not enjoy it, and the one that we’re on is pretty incredible,” he says. Read more at the link in our bio.  photographer: @rebekahcampbell stylist: @mjonf at @thewallgroup grooming: @kumicraig using @lamer at @thewallgroup manicure: @michinail using Boy de Chanel at @artdeptagency art director: @bonatalia executive talent director: @jbake21 editor: @thatgirlyusra video director: @stephrmro director of photography: @emmapenrose video editor: @collinhughart camera operator: @zachkry sound mixer: drummond dominguez-kincannon",,97585,246
687,2023-05-02 15:00:02+00:00,nyfw,"#FashionAlliance designers did not come to play at this year's #MetGala. Jack & Lazaro of #ProenzaSchouler, #PrabalGurung, Kate & Laura Mulleavy of #Rodarte, #SergioHudson, and Joseph Altuzarra of #Altuzarra showed up and showed out.  📸: @gettyimages","FashionAlliance, MetGala., ProenzaSchouler,, PrabalGurung,, Rodarte,, SergioHudson,, Altuzarra",1432,14
688,2023-05-01 22:53:25+00:00,nyfw,"Showstopping. #RitaOra, #QuintaBrunson, #AnokYai, and #QuannahChasinghorse wear #PrabalGurung at the #MetGala.   📸: @gettyimages","RitaOra,, QuintaBrunson,, AnokYai,, QuannahChasinghorse, PrabalGurung, MetGala.",13725,61
689,2023-05-02 02:04:42+00:00,fashionweek,"Star walkin’ ✨With creative direction by @nicolaformichetti, #LilNasX is otherworldly in silver, pearls, and diamonds arriving at the #MetGala. Photos by @gettyimages.","LilNasX, MetGala.",33947,309
690,2023-01-10 15:21:34+00:00,facehunter,Casa chic 🎩🇲🇦 #DanielBuren x Sofia @sofiaelarabii  “D’une Arche aux Autres”  #danielburenart #danielbureninstallation #art #contemporaryart @bakchic_thelabel #streetstyle #Casablanca #Morocco #Maroc #AlMagrib #Maghreb #NorthAfrica #kaftan #moroccanstyle #moroccancaftan #FacehunterMorocco,"DanielBuren, danielburenart, danielbureninstallation, art, contemporaryart, streetstyle, Casablanca, Morocco, Maroc, AlMagrib, Maghreb, NorthAfrica, kaftan, moroccanstyle, moroccancaftan, FacehunterMorocco",688,15
691,2023-05-25 00:26:46+00:00,urbanoutfitters,Take us out someplace nice tonight. #uocommunity  📸: @mollydalton @jennxevans @juliettedhrl @meganhelengrayx @tumii.o @allisonnjocelyn,uocommunity,1820,18
692,2023-03-06 20:02:00+00:00,parisfashionweek,@claireguillon continues to cover the #pfw!  The shows of the Womenswear Paris Fashion Week® Fall/Winter 2023-2024 are available on the official platform. Click in bio!  Who do you recognize?,pfw!,16633,77
693,2022-12-12 09:39:08+00:00,facehunter,"Because #Geneva 🇨🇭 is more than a financial hub and a worldwide center for diplomacy… I guess…🖤💛❤️  1-2: Danielle, actress @d.allisson  3-4: Naina, dancer @naina_zts 5-6: Charles, French teacher & photographer @carloscosta_fotos 7-8 Yvonne, plays in a Gugen music band: @aaaaaalllllliiiiiicccccceeeeee  9: Hedi, flea market and antique dealer @sky_skurtizen  10: Monsieur Darbellay  #Genève #Streetstyle #streetsnap #streetfashion #selfexpression #style #individualstyle #styleinspiration #styleinspo #stylefashion #styleoftheday #stylepost #stylegram #mensfashion #mensfashion #Geneva #Genf #GVA #GenevaStyle #Genevois #Plainpalais #Suisse #Romandie #Romands #Schweiz #Svizzera #Svizra #Switzerland #SwissStyle #FacehunterCH","Geneva, Genève, Streetstyle, streetsnap, streetfashion, selfexpression, style, individualstyle, styleinspiration, styleinspo, stylefashion, styleoftheday, stylepost, stylegram, mensfashion, Genf, GVA, GenevaStyle, Genevois, Plainpalais, Suisse, Romandie, Romands, Schweiz, Svizzera, Svizra, Switzerland, SwissStyle, FacehunterCH",2168,43
694,2023-05-03 22:12:17+00:00,nyfw,Dazzling duo ✨ #MindyKhaling stuns in #Simkhai at the #MetGala.,"MindyKhaling, Simkhai, MetGala.",1248,14
695,2023-05-21 23:29:44+00:00,urbanoutfitters,This season's top players (new sports graphics) at the link in bio.,,2003,15
696,2022-12-06 14:50:57+00:00,facehunter,"I’m continuing my exploration of innovation and creativity to celebrate @ballantines latest limited edition, created in partnership with visual artist @demsky__.    This week, immersing into the world of Berlin-based Brazilian artist @RafaellaBraga whose studio I visited in the Treptow neighborhood.   “When I create a painting and see myself through it, I know that I’m being true to myself in a way that I can’t translate in words.   I don’t want to change the world because it sounds a bit superficial. I just hope that I can make some difference in the people who connect with my work, that people can see the truth in themselves.”   Rafaella’s explorative artform encapsulates how the future is yours to shape!    Enjoy #Ballantines Responsibly! #BallantinesxJDemsky #StayTrue #ad","Ballantines, BallantinesxJDemsky, StayTrue, ad",236,10
697,2023-06-04 12:00:11+00:00,prada,Patterns the stand in for summer are rethought and reiterated.  Discover more via link in bio.  #Prada,Prada,21109,79
698,2023-05-02 15:41:10+00:00,versace,"Simu Liu's custom Atelier Versace suit for the Met Gala 2023.  The custom Atelier Versace design took over 120 hours to complete, with a Grain de Poudre wool blazer featuring intricate hand-finished silk satin plissé inserts to the front.  @simuliu #AtelierVersace #MetGala #MetGala2023","AtelierVersace, MetGala, MetGala2023",27456,81
699,2023-03-13 10:22:19+00:00,milanfashionweek,"Oscars night moments with looks from Italian Designers, in the pictures:  -Nicole Kidman in custom Armani  -Lady Gaga in Versace  -Jessica Chastain in Gucci  -Florence Pugh in Maison Valentino and Andrew Garfield in Fendi  -Halle Bailey in Dolce & Gabbana  -Salma Hayek in Gucci and Pedro Pascal in Zegna  -Zoe Saldana in Fendi  -Winnie Harlow in Armani  #CNMIMembers #Oscars2023 #Oscars","CNMIMembers, Oscars2023, Oscars",2367,16
700,2023-03-21 08:26:47+00:00,milanfashionweek,"Camera Nazionale della Moda Italiana announces the new edition of #MilanoModaGraduate an event created in 2015 with the aim of celebrating and promoting the excellence of Italian fashion schools.  The Milano Moda Graduate 2023 fashion show will be held during Milan Fashion Week in September. The selected designers will present capsule collections and outfits created during the tutorship period curated by CNMI, in front of a prestigious parterre and an international jury awarding the prizes. The event includes a Fashion Design section and one created together with YKK, the event's main partner.   Institutions or universities can submit their candidates by April 10, undergraduates or graduates who graduated less than 1 year ago from three-year and master's fashion design courses.  Read the full article on CameraModa.it",MilanoModaGraduate,1672,25
701,2023-03-06 11:44:59+00:00,milanfashionweek,"@maisonvalentino presents the Fall/Winter 2023-24 collection, Creative Director Pierpaolo Piccioli takes black tie at its face value, a figure of speech for a collection centered on garments drawn from the everyday. Conjectures and cultural capital are reversed: symbol of male power, emblem of orthodoxy and restriction, our preconceptions about the tie become theoretical architecture for a collection that plays with rules, emancipating meaning. Its ideological conception is questioned, eventually contradicted and completely redefined.  The conscious journey of Maison Valentino continues in its constant commitment to greater environmental awareness also on the occasion of the Valentino Black Tie Fall/Winter 2023 fashion show.   The guests of the show are hosted on wooden benches that will be entirely reused by the Maison for its future events and projects, with a view to supporting the reuse of resources. The carpet is totally recycled following the event by its Italian supplier, equally attentive to the environmental impact and characterized by eco-conscious ethics. The brand will donate part of the textile materials used for the fashion show to the association with the aim of promoting the circular economy. #CNMIMembers #ValentinoBlackTie #MaisonValentino","CNMIMembers, ValentinoBlackTie, MaisonValentino",4900,43
702,2023-03-09 10:42:39+00:00,milanfashionweek,The streets at #MFW !  Shot by @thomrazzano,MFW,3541,26
703,2023-03-10 15:48:10+00:00,milanfashionweek,"@versace unveils the new #VersaceFW23 in Los Angeles. ""For me, Los Angeles is a natural home for us because we share the DNA of energy, power, creativity, and imagination. Together at this show we share those values around the globe”. - Donatella Versace  #CNMIMembers","VersaceFW23, CNMIMembers",10701,66
704,2022-11-28 13:08:55+00:00,facehunter,"To celebrate @ballantines latest limited edition Finest bottle, created in partnership with visual artist @demsky__ I am exploring different approaches to innovation.  Nzinga B. Mboup @nzingabm is a Dakar-based bio-climatic architect who believes that the future of architecture should revert to ancestral construction techniques.  ""Some of the oldest buildings or structures in this world are actually built with Earth. There is a reason why these buildings are still here, they were built with intimate knowledge of the material technology.""  Enjoy Ballantine's Responsibly! #BallantinesxDemsky #StayTrue #ad","BallantinesxDemsky, StayTrue, ad",245,6
705,2023-05-08 21:22:17+00:00,nyfw,"Happy #AAPIHeritageMonth! #NYFW designers represented this past weekend at the 2nd annual @Goldhouseco Gold Gala. The event honors Asian Pacific communities across multiple disciplines. ⁠ ⁠ Attendees included #KimShui, #PrabalGurung, #KeHuyQuan in #ThomBrowne, #SandraOh in Prabal Gurung, #StephanieShepherd in #Altuzarra, and more. ⁠","AAPIHeritageMonth!, NYFW, KimShui,, PrabalGurung,, KeHuyQuan, ThomBrowne,, SandraOh, StephanieShepherd, Altuzarra,",1014,16
706,2023-01-06 15:15:01+00:00,facehunter,"#Casablanca 🇲🇦 was one of the most important #architectural laboratories in the 20th Century and it still shows. Can’t remember last time I’ve seen as many unique expressions of #modernism. There are literally not two identical #buildings in #Morocco‘s economic capital.  After almost entirely destroying Casablanca and killing 7,000 people in 1907, France decided to build a “ville nouvelle” (new city) for its large European population and a “ville indigène” (Indigineous city) to house Moroccans.  During its rule of Morocco (1912-1956), France invited European architects to use Casa as their canva. It turned into what has been considered “a model of a modernist city”. State-of-the-art innovations were plentiful but essentially dedicated to European settlers.  #Maroc #Morocco #AlMagrib #Maghreb #NorthAfrica #colonisation #colonialarchitecture #modernisme #archi #archidaily #archilover #architect #archilovers #archiporn #brutalism #brutalistarchitecture #FacehunterMorocco","Casablanca, architectural, modernism., buildings, Morocco‘s, Maroc, Morocco, AlMagrib, Maghreb, NorthAfrica, colonisation, colonialarchitecture, modernisme, archi, archidaily, archilover, architect, archilovers, archiporn, brutalism, brutalistarchitecture, FacehunterMorocco",1854,32
707,2022-12-12 20:01:33+00:00,taylorswift,"Had the honor of speaking to Martin McDonagh about his brilliant film The Banshees of Inisherin. This is one you HAVE to go see in theaters, so full of heart and wit and darkness and humor. Check out showtimes and go support this incredible film 🎥 ♥️ @variety @banshees_movie @mschwartzphoto",,3278330,0
708,2022-10-22 11:45:04+00:00,facehunter,"For my first time in post-Brexit #London 🐣 I’ve been capturing some #streetstyle at the iconic Central Saint Martins (#CSM) art school. 🌈🐠🪁  1. Rowan, Fine Art, @rowanparker18  2-4. Neema @neemakayitesi  5. Maria, Fine Art, @mari.calli  6. Leo, Performance Design, @leomonira 7. Seoyun @seenseo  8. Paritos, Fashion promotion and communication, @222paritos  9. Alyssa, Fine Art, @aoka_s.qianzi   #LondonStyle #LondonStreetstyle #England #UK #style #styleinspo #styleinspiration #stylefashion #styleoftheday #styles #menstyle #menfashion #menwithstyle #mensfashion #womenfashion #girlstyle #stylish #stylishlook #artstudent #artstudents #FacehunterLondon","London, streetstyle, CSM), LondonStyle, LondonStreetstyle, England, UK, style, styleinspo, styleinspiration, stylefashion, styleoftheday, styles, menstyle, menfashion, menwithstyle, mensfashion, womenfashion, girlstyle, stylish, stylishlook, artstudent, artstudents, FacehunterLondon",1064,32
709,2023-01-11 11:00:08+00:00,leeoliveira,"Piazza Carlo Stuparich, Milan",,218,9
710,2023-01-08 16:25:17+00:00,facehunter,#Casablanca 🇲🇦 Mohammed Karim owns a clothing store in the #Habous neighbourhood.  #Hubous #Maroc #Morocco #AlMagrib Maghreb #NorthAfrica #streetstyle #mensstyle #mensfashion #mensclothing #FacehunterMorocco,"Casablanca, Habous, Hubous, Maroc, Morocco, AlMagrib, NorthAfrica, streetstyle, mensstyle, mensfashion, mensclothing, FacehunterMorocco",622,8
711,2022-10-26 08:00:41+00:00,facehunter,Some more street swag made in #London 🪡❤️‍🔥  1-2: Michael @fujiwara_nakatomi  3-4: Maja @majadarlington  5: Noah @noahdayan 6-7: Franzine @franzinepermejo  8: Oscar @omhlondon  9: Hannah @hannieratz  10: Paul  #streetstyle #LondonStyle #LondonStreetstyle #England #UK #style #styleinspo #styleinspiration #stylefashion #styleoftheday #styles #menstyle #menfashion #menwithstyle #mensfashion #womenfashion #girlstyle #stylish #stylishlook #England #UK #FacehunterLondon #🇬🇧,"London, streetstyle, LondonStyle, LondonStreetstyle, England, UK, style, styleinspo, styleinspiration, stylefashion, styleoftheday, styles, menstyle, menfashion, menwithstyle, mensfashion, womenfashion, girlstyle, stylish, stylishlook, FacehunterLondon, 🇬🇧",1082,35
712,2023-03-13 09:36:02+00:00,milanfashionweek,"Moments at the 95th Academy Awards with looks from Italian Designers, in the pictures:  -Jamie Lee Curtis in Dolce & Gabbana and Brendan Fraser in Armani.  -Margot Robbie in Armani  -Ariana de Bose in Versace  -Riz Ahmed in Prada  -Angela Bassett in Moschino  -Emily Blunt in Maison Valentino  -Ashley Graham in Alberta Ferretti  #CNMIMembers #Oscars2023 #Oscars","CNMIMembers, Oscars2023, Oscars",3281,31
713,2023-03-20 10:51:38+00:00,milanfashionweek,Monday mood with another round of the streets at #MFW !  Shot by @thomrazzano,MFW,3513,31
714,2023-04-18 13:32:15+00:00,milanfashionweek,"On the occasion of Milano Moda Design during #MilanDesignWeek  @dolcegabbana presents the two new creativity of the Home Collection, DG Logo and Oro 24k, which join the four themes already available, Carretto Siciliano, Blu Mediterraneo, Leopardo and Zebra: a tribute to excellent craftsmanship , Italian design and the authentic codes of the brand's DNA, identified and reinterpreted to become an integral part of the form and function of each furnishing proposal.   With its expressive power and unmistakable lines, the DG Logo signs Dolce&Gabbana creations and today characterizes one of the new themes of the Home Collection. A graphic sign of great character, which thanks to the two famous initials is a perfect synthesis of the history and identity of the brand.   The 24k Gold theme pays homage to the opulence of the Baroque and its eccentric and refined shapes, which come to life in the precious fabrics and in the smooth or hammered surfaces of the furnishings of the new line. In particular, the wavy effect that embellishes some furnishing elements owes its uniqueness to an extraordinary manual workmanship, which has its roots in the great Italian tradition of high craftsmanship.  #DGCasa #DolceGabbana #MilanoModaDesign #MMD #MilanDesignWeek","MilanDesignWeek, DGCasa, DolceGabbana, MilanoModaDesign, MMD",1142,11
