post_id,description,color,category,style,occasion,keywords
708,a sleeveless dress with a sleeveless top and a sleeveless top,,"dress, top",elegant,party,"dress, top, elegant, party, summer"
709,"a fashion item is a piece of clothing, accessory, or accessory that is worn by a person",,hat,casual,casual outing,"hat, casual, casual-outing"
710,a hat is a fashion accessory that can be worn by a person to make a statement,,hat,casual,casual outing,"hat, casual, casual-outing"
711,"a tuxedo jacket - a tuxedo jacket is a jacket that has a tuxedo style, but has a tuxedo style",,"jacket, hat",formal,casual outing,"jacket, hat, formal, casual-outing"
712,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
713,a striped jumpsuit is a striped jumpsuit that has a striped pattern on the front and back,,"jumpsuit, hat",formal,casual outing,"jumpsuit, hat, formal, casual-outing, striped"
714,a fashion item is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that is a fashion item that,,hat,casual,casual outing,"hat, casual, casual-outing"
715,a hat is a fashion accessory that can be worn by a person,,hat,casual,casual outing,"hat, casual, casual-outing"
716,a plaid shirt is a shirt that has a plaid pattern on the front and back of the shirt,,"shirt, hat",preppy,casual outing,"shirt, hat, preppy, casual-outing, plaid"
717,"a fur coat is a coat that is made of fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur,",,"coat, hat",casual,casual outing,"coat, hat, casual, casual-outing, winter"
718,a denim jacket is a jacket that is worn over a shirt or a shirt and a jacket,,"jacket, shirt, hat",streetwear,casual outing,"jacket, shirt, hat, streetwear, casual-outing, denim"
719,a t-shirt is a garment that is worn by a person,,"t-shirt, shirt, hat",casual,casual outing,"t-shirt, shirt, hat, casual, casual-outing"
720,a turban is a head covering that covers the face and neck,,hat,casual,casual outing,"hat, casual, casual-outing, neck"
721,a t-shirt with a t-shirt and a t-shirt,,"t-shirt, shirt",casual,casual outing,"t-shirt, shirt, casual, casual-outing"
722,taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift taylor swift tay,,,casual,casual outing,"casual, casual-outing, taylor, swift, tay"
723,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
724,a t-shirt with a t-shirt and a t-shirt,,"t-shirt, shirt",casual,casual outing,"t-shirt, shirt, casual, casual-outing"
725,a shirt with a collar and sleeves,,shirt,casual,casual outing,"shirt, casual, casual-outing"
726,a cocktail glass is a glass that is used to drink from a cocktail,,hat,casual,party,"hat, casual, party"
727,a fashion item is a piece of clothing that is worn by a person,,hat,casual,casual outing,"hat, casual, casual-outing"
728,a t-shirt with a striped pattern,,"t-shirt, shirt",casual,casual outing,"t-shirt, shirt, casual, casual-outing, striped"
729,a black gown with a slit and a sash,black,dress,formal,party,"black, dress, formal, party"
730,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
731,a t-shirt is a garment that is worn by a person,,"t-shirt, shirt, hat",casual,casual outing,"t-shirt, shirt, hat, casual, casual-outing"
732,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
733,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
734,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
735,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
736,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
737,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
738,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
739,a dress is a garment worn by a woman,,dress,elegant,party,"dress, elegant, party"
740,"a black dress is a dress that is made of fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric, fabric,",black,"dress, hat",elegant,party,"black, dress, hat, elegant, party"
741,a sweater is a garment that is worn by a person,,"sweater, hat",casual,casual outing,"sweater, hat, casual, casual-outing, winter"
742,a dress with a sleeveless top and a sleeveless top,,"dress, top",elegant,party,"dress, top, elegant, party, summer"
743,a floppy hat with a hatband,,hat,casual,casual outing,"hat, casual, casual-outing"
744,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
745,a t-shirt with a t-shirt and a pair of jeans,,"t-shirt, shirt, jeans",casual,casual outing,"t-shirt, shirt, jeans, casual, casual-outing"
746,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
747,a hat is a piece of clothing worn by a person to cover their head,,hat,casual,casual outing,"hat, casual, casual-outing"
748,a hat is a piece of clothing worn by a person,,hat,casual,casual outing,"hat, casual, casual-outing"
749,a tweed jacket is a jacket that is made of a fabric that is a tweed jacket,,"jacket, hat",casual,casual outing,"jacket, hat, casual, casual-outing"
750,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
751,a white dress with a white top and a white skirt,white,"dress, skirt, top",elegant,party,"white, dress, skirt, top, elegant, party"
752,a red leather jacket is a fashion item that can be worn by a man or woman,red,"jacket, hat",edgy,casual outing,"red, jacket, hat, edgy, casual-outing, autumn"
753,a pair of black leather pants with a black leather jacket and a black leather jacket,black,"jacket, pants",edgy,casual outing,"black, jacket, pants, edgy, casual-outing, autumn"
754,a red dress with a slit and a sash,red,dress,elegant,party,"red, dress, elegant, party"
755,in prada - a fashion magazine,,,casual,casual outing,"casual, casual-outing, prada, fashion, magazine"
756,a dress is a piece of clothing worn by a woman,,dress,elegant,party,"dress, elegant, party"
757,a prada bag is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag that is a bag,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
758,a pair of white shoes with red heel and red sole,"red, white",shoes,casual,casual outing,"red, white, shoes, casual, casual-outing"
759,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
760,a dress is a garment worn by a woman,,dress,elegant,party,"dress, elegant, party"
761,a hat is a fashion accessory that is worn to enhance the beauty of a person,,hat,casual,casual outing,"hat, casual, casual-outing"
762,a pair of shoes with a pair of shoes and a pair of shoes,,shoes,casual,casual outing,"shoes, casual, casual-outing"
763,a pair of white leather pumps with a gold buckle and a gold buckle,"yellow, white",,edgy,casual outing,"yellow, white, edgy, casual-outing, autumn, leather"
764,a white shirt with a collar and cuffs,white,shirt,casual,casual outing,"white, shirt, casual, casual-outing"
765,a model in a black dress and black heels,black,"dress, heels",elegant,party,"black, dress, heels, elegant, party"
766,a dress is a garment worn by a woman,,dress,elegant,party,"dress, elegant, party"
767,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
768,a dress is a garment that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
769,a red coat is a coat that is red in color,red,"coat, hat",casual,casual outing,"red, coat, hat, casual, casual-outing, winter"
770,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
771,a white t-shirt with a white polo shirt and white pants,white,"t-shirt, shirt, pants",casual,casual outing,"white, t-shirt, shirt, pants, casual, casual-outing"
772,a t-shirt with a t-shirt and a pair of jeans,,"t-shirt, shirt, jeans",casual,casual outing,"t-shirt, shirt, jeans, casual, casual-outing"
773,a black dress with a slit,black,dress,elegant,party,"black, dress, elegant, party"
774,a white shirt with a black collar and cuffs,"white, black",shirt,casual,casual outing,"white, black, shirt, casual, casual-outing"
775,a wedding dress is a dress that is worn for a wedding ceremony,,"dress, hat",elegant,wedding,"dress, hat, elegant, wedding"
776,a white shirt with a sleeveless collar and a button down front,white,shirt,casual,casual outing,"white, shirt, casual, casual-outing, summer, button"
777,a t-shirt is a garment that is worn by a person to express their personality,,"t-shirt, shirt, hat",casual,casual outing,"t-shirt, shirt, hat, casual, casual-outing"
778,a white shirt with a collar and cuffs,white,shirt,casual,casual outing,"white, shirt, casual, casual-outing"
779,a black leather sofa with a gold frame and a gold tufted seat,"yellow, black",,edgy,casual outing,"yellow, black, edgy, casual-outing, autumn, leather"
780,a white blouse with a white shirt and white pants,white,"blouse, shirt, pants",business,work,"white, blouse, shirt, pants, business, work"
781,a white shirt with a collar and button down collar,white,shirt,casual,casual outing,"white, shirt, casual, casual-outing, winter, button"
782,a blue velvet dress with a slit and a slit,blue,dress,elegant,party,"blue, dress, elegant, party"
783,a lace dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party, lace"
784,"a bag is a fashion accessory that can be worn as a bag, a bag, a bag, or a bag accessory",,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
785,a white dress with a slit in the front,white,dress,elegant,party,"white, dress, elegant, party"
786,a woman wearing a dress with a hat and a hat,,"dress, hat",elegant,party,"dress, hat, elegant, party"
787,a model is a person who wears clothes and poses for the camera,,,casual,casual outing,"casual, casual-outing, model, person, who, wears"
788,"a floppy hat is a hat that is worn on the head, a hat that is worn on the head, or a hat that is worn on the head, or a hat that is worn on the head, or a hat that is worn on the head, or a hat that is worn on the head, or a hat that is worn on the head, or a hat that is worn on the",,hat,casual,casual outing,"hat, casual, casual-outing"
789,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
790,a white shirt with a white collar and a white collar,white,shirt,casual,casual outing,"white, shirt, casual, casual-outing"
791,"a blue dress is a dress that is blue in color, but it can be any color",blue,"dress, hat",elegant,party,"blue, dress, hat, elegant, party"
792,a trench coat is a long coat that has a long sleeve and a long sleeve,,"trench coat, coat, hat",casual,casual outing,"trench coat, coat, hat, casual, casual-outing, winter"
793,a blazer jacket is a jacket that is worn over a shirt or blouse,,"blouse, jacket, blazer",business,work,"blouse, jacket, blazer, business, work"
794,a hat is a fashion accessory that can be worn to create a look,,hat,casual,casual outing,"hat, casual, casual-outing"
795,"a fur coat is a coat that is made of fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur,",,"coat, hat",casual,casual outing,"coat, hat, casual, casual-outing, winter"
796,a dress is a garment that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
797,a black dress is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is a dress that is,black,"dress, hat",elegant,party,"black, dress, hat, elegant, party"
798,a hat is a piece of clothing worn by a woman,,hat,casual,casual outing,"hat, casual, casual-outing"
799,"a fur coat is a coat that is made of fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur, fur,",,"coat, hat",casual,casual outing,"coat, hat, casual, casual-outing, winter"
800,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
801,a hat is a fashion accessory that can be worn with a shirt or a jacket,,"jacket, shirt, hat",casual,casual outing,"jacket, shirt, hat, casual, casual-outing"
802,a blazer is a garment that is worn by a person to wear a particular outfit,,"blazer, hat",business,work,"blazer, hat, business, work"
803,a tweed jacket is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket that is a jacket,,"jacket, hat",casual,casual outing,"jacket, hat, casual, casual-outing"
804,a t-shirt with a t-shirt and a pair of jeans,,"t-shirt, shirt, jeans",casual,casual outing,"t-shirt, shirt, jeans, casual, casual-outing"
805,a black dress with a black belt and a black belt,black,"dress, belt",elegant,party,"black, dress, belt, elegant, party"
806,a man in a suit jacket and tie,,"jacket, tie",formal,casual outing,"jacket, tie, formal, casual-outing"
807,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
808,a dress is a garment worn by a woman,,dress,elegant,party,"dress, elegant, party"
809,a dress is a piece of clothing worn by a woman,,dress,elegant,party,"dress, elegant, party"
810,a blue suit is a classic suit that is worn by men and women alike,blue,hat,formal,casual outing,"blue, hat, formal, casual-outing"
811,a dress is a garment that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
812,a model in a black dress and white top,"black, white","dress, top",elegant,party,"black, white, dress, top, elegant, party"
813,a skirt is a garment that is worn in a skirted dress or skirted dress,,"dress, skirt, hat",elegant,party,"dress, skirt, hat, elegant, party"
814,a suit is a formal suit that is worn by a man,,hat,formal,casual outing,"hat, formal, casual-outing"
815,a t-shirt with a t-shirt and a pair of jeans,,"t-shirt, shirt, jeans",casual,casual outing,"t-shirt, shirt, jeans, casual, casual-outing"
816,a t-shirt is a garment that is worn by a person to represent their personality,,"t-shirt, shirt, hat",casual,casual outing,"t-shirt, shirt, hat, casual, casual-outing"
817,a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
818,a dress is a garment worn by a woman,,dress,elegant,party,"dress, elegant, party"
819,a t-shirt with a t-shirt and a pair of jeans,,"t-shirt, shirt, jeans",casual,casual outing,"t-shirt, shirt, jeans, casual, casual-outing"
820,a dress is a garment that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
821,a pair of jeans with a t-shirt and a pair of jeans with a t-shirt,,"t-shirt, shirt, jeans",casual,casual outing,"t-shirt, shirt, jeans, casual, casual-outing"
822,a coat jacket is a jacket that is worn over a dress or top,,"jacket, dress, coat",elegant,party,"jacket, dress, coat, elegant, party, winter"
823,a black and white image of a black and white image of a black and white image of a black and white image,"black, white",,casual,casual outing,"black, white, casual, casual-outing"
824,a tweed jacket with a tweed jacket and a tweed jacket,,jacket,casual,casual outing,"jacket, casual, casual-outing"
825,a trench coat is a long coat that has a long sleeve and a long sleeve,,"trench coat, coat, hat",casual,casual outing,"trench coat, coat, hat, casual, casual-outing, winter"
826,a dress is a garment that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
827,a white shirt with a collar and cuffs,white,shirt,casual,casual outing,"white, shirt, casual, casual-outing"
