post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount,mentions,image_description
624,2023-01-21 15:39:59+00:00,facehunter,ⴰⴳⴰⴷⵉⵔ after being destroyed by a massive earthquake in 1960 became “accidentally” one of the pioneer cities with rabat of in many of the involved in the of the city belonged to the gamma groupe des architectes modernes marocains most of them were actually frenchmen who were born or who grew up in morocco and who were connected to both cultures pics 14 “bâtiment a” by henri tastemain 19222012 183 meters long 2 floors with retail and cafés 1 office floor 2 residential floors pics 56 “hôtel de ville” city hall by emile duhon who took his inspiration from a fortified communal granary agadir that gave its name to the city pic 7 “la poste centrale” by jeanfrançois zevaco 19162003 pic 8 fatima “agadir lost its identity twice the first time because of the earthquake and the second time because of such an intense touristic development until the 90s agadir was still a small family destination with wild beach areas”,agadir brutalism morocco architects reconstruction archi archidaily brutalistarchitecture brutalist_architecture brutalist archilovers archiporn archigram archilover modernism modernist modernistarchitecture maroc almagrib northafrica facehuntermorocco,741,17,fatimazahra1224,"The image shows a man standing in front of a large building under construction. The building appears to be a modern, two-story structure with a flat roof and multiple levels. The exterior of the building is made up of multiple levels, each with a unique architectural design. The man is wearing a black cap and a brown sweater, and he is looking down at the ground below. The sky is clear and blue, and there are a few other buildings visible in the background."
625,2023-05-05 12:19:19+00:00,watchingnewyork,early spring blazer inspiration,streetfashion fashion street nyc nycfashion spring springfashion fashiontrends fallfashion newyorkcity style streetstyle vintage thrift,42229,314,no_mention,"The image shows a woman walking on a busy street. She is wearing a black leather skirt, a white blouse, and a black jacket with a red scarf around her neck. She has blonde hair styled in a curly bob and is wearing glasses. The woman is carrying a black purse and has a cigarette in her hand. In the background, there are other people walking on the sidewalk and a red car parked on the side of the street. The street appears to be wet, suggesting that it has recently rained."
626,2023-02-07 11:57:08+00:00,facehunter,riding the for 20 hours makes you feel slightly delirious… still trying to process the level of surrealism of sleeping dreaming and having tea on top of 22000 tons of iron ore in motion in the middle of the it is as well a special experience because this 704kmlong played an essentiel role in mauritania’s history to exploit a humongous iron ore deposit in the deep desert a european conglomerate miferma created in the 1950s a city from scratch and built this to carry the raw mineral to the port of nouadhibou from where it is exported it provided the income for mauritanias economic development and rapid urbanisation during the first two decades of its independence 1960s1970s in 1966 after only three years of operations iron mining contributed to 28 of the gdp and accounted for 92 of the value of all exports during the western sahara war in the 1970s the line became a target of the polisario front who partly destroyed it pushing eventually mauritania to drop its territorial claim on western sahara in 1979 the rail track nowadays briefly crosses the territory of the partially recognized state of the sahrawi arab democratic republic sadr the plays as well the role of a lifeline for many people and remote desert communities who need to travel to visit family or search for work there is one passenger carriage at the very end of the world’s longest 23km and heaviest train but most people ride it atop the iron ore big up to my partnerinadventure for joining me,mauritania irontrain sahara railway zouerat railtrack deserttrain train_nerds trainride trainrides trainadventures adventure adventuretime adventuretravel travel traveler traveling mauritanie facehuntermauritania,3569,133,ivonayw,"The image shows a man wearing a face mask and goggles. He is standing in a desert-like area with a clear blue sky in the background. The man is looking directly at the camera with a serious expression on his face. In the foreground, there is a concrete structure that appears to be part of a construction site. The structure is made up of concrete blocks and is surrounded by sand dunes. The overall mood of the image is somber and desolate."
627,2023-01-12 14:03:05+00:00,facehunter,ⵜⴰⵖⴰⵣⵓⵜ “i was born to be a creative person i give coffee sack bags a second life i started my brand because making clothes is the only thing i’m good at”,taghazout maroc almagrib morocco northafrica streetstyle mensfashion mensstyle style styles styleinspiration stylefashion styleinspo creativity facehuntermorocco,1139,25,mohamedyouno,The image shows a man standing on a set of stairs with his arms stretched out wide. He is wearing a white shirt with a colorful tie and patterned pants. He has a big afro hairstyle and is smiling at the camera. The background shows a blue and white building with a balcony. The man appears to be posing for a photo.
628,2023-02-18 16:38:00+00:00,facehunter,inspiring women of ️ during my trip in the northwestern african country i had the opportunity to meet with members of the new generation of creative and entrepreneurial women you can find interviews with some of them in my mauritania highlights 1 10 aziza fashion entrepreneur 2 3 kadiata fashion designer 4 5 hawa communication manager 6 wenibik music artist 7 de aïchetou jeweller 8 betty communication marketing manager 9 baba works at a guesthouse,mauritania streetstyle style styleinspiration stylish styleinspo muslimfashion muslimstyle mauritanie mauritanian mauritanianwoman mauritanienne nouakchott nouakchottcity nkc nktt facehuntermauritania,721,17,azizasega niukud hikariyayaba wenibikgueye dankobera candeved,"The image is a portrait of a young woman standing in front of a rack of clothes. She is wearing a black and gold patterned shawl over her head and has her hands painted in the shape of a peace sign. The woman is smiling and looking directly at the camera. The background is blurred, but it appears to be a room with a wooden wall and a window."
629,2023-02-01 11:27:06+00:00,facehunter,swag loving how every is styling his in a unique way and adjusting it according to the weather conditions while more and more live in urban centres and their lifestyles are evolving a lot the haouli remains essential to deal with the harshness of the considering that 90 of the country is located in the the 34meterlong piece of fabric does an amazing job at protecting its wearers from sun wind and sand save your lungs don’t smoke pic 12 10 ibrahim chinguetti pic 3 mohamed ouadane pic 4 abdou nouakchott pic 5 papa atar pic 6 ahmed chinguetti pic 7 abdullahi atar pic 8 mesala aoujeft pic 9 mahjoub atar,mauritania haouli mauritanianman turban mauritanians desert sahara streetstyle style styleinspiration stylefashion styleinspo mensfashion mensstyle mauritanian mauritanianmen mauritanien mauritaniens mauritanie facehuntermauritania,1433,62,no_mention,"The image shows a person wearing a traditional headscarf and sunglasses. The person is standing in front of a store with shelves and boxes in the background. The headscarves are made of a white fabric with blue and orange patterns, and the sunglasses are orange. They are also wearing a beige shawl draped over their shoulders. The overall mood of the image is one of protection and safety."
630,2023-04-30 15:12:17+00:00,watchingnewyork,april archives,streetfashion fashion street nyc nycfashion spring springfashion fashiontrends fallfashion newyorkcity style streetstyle vintage thrift,29709,122,no_mention,"The image shows a young woman walking on a busy street. She is wearing a black crop top, black shorts, and black ankle boots. She has long dark hair and is carrying a gray jacket over her shoulder. She appears to be in her twenties and is looking off to the side with a serious expression on her face. In the background, there are other people walking on the sidewalk and a man in a blue shirt is walking behind her. The street is lined with trees and there are buildings in the distance."
631,2023-02-09 11:14:13+00:00,facehunter,jopo mamadou,nouakchott nkt mauritanie mauritania nktt streetphotography streetstyle style styleinspiration styleinspo mensfashion mensstyle mauritanian mauritanien facehuntermauritania,790,32,no_mention,"The image shows a man standing in front of a market stall. He is wearing a blue shirt, beige trousers, and a brown hat with a feather on top. He has a white suitcase in his left hand and is smiling at the camera. Behind him, there are rows of colorful fabrics hanging on the walls. The stall appears to be made of stone and has a tiled floor. The overall atmosphere of the image is rustic and traditional."
632,2023-05-20 21:00:09+00:00,dudalina,toda a praticidade e atemporalidade de uma composição all jeans peças curingas para seu máximo conforto e estilo neste dia do jeans inspirese conosco acesse nosso site e confira todos os lançamentos que vão rechear seu closet de sofisticação e versatilidade link na bio ref 53050362 91012742 91012660 53050352 91012699 53050367,dudalina inverno2023 alljeans diadojeans,507,5,no_mention,"The image shows a young woman wearing a blue denim shirt. The shirt has a button-down collar and long sleeves. She is also wearing a pair of blue jeans. Her hair is styled in a braided updo and she is looking off to the side with a serious expression on her face. The background is plain white. On the top left corner of the image, there is text that reads ""All Journeys"" and on the top right corner, it reads ""Made in the USA""."
633,2023-02-06 13:20:06+00:00,facehunter,zaïda is the owner of the most highindemand guesthouse in the oasis town that prospered during the transsaharan trade era when i opened my guesthouse 20 years ago i was the first black female in the whole region people shouldnt limitate themselves because they are black and they think they cant achieve what they want moving on in life is a personal choice you shouldnt care at what others have to say i didnt study much but i was open to general culture you need to be brave to make things possible if a white man is saying hes better than us we need to prove him wrong to change things we need to talk and change our way of thinking,ouadane entrepreneur adrar melahfa streetstyle style styleinspo mauritanianstyle mauritanie mauritania mauritanian mauritanianentrepreneur wadan sahara facehuntermauritania,464,8,zaida_vasque,The image shows a woman standing in a desert-like area with a stone wall in the background. She is wearing a traditional African outfit with a colorful shawl draped over her shoulders and a headscarf covering her head. The woman is also wearing a pair of black sandals and has a smile on her face. The sky is overcast and the ground is dry and barren. The overall mood of the image is peaceful and serene.
634,2023-05-27 14:00:11+00:00,prada,anthony chen anais demoustier koreeda hirokazu and julia ducournau in prada while attending the ‘kering women in motion award’ during the 76th cannes film festival anthony chen wore a kid mohair tuxedo white poplin shirt silk tie and black brushed shoes anais demoustier wore a black cady dress with jeweled straps that embellished the deep back neckline koreeda hirokazu wore a navy blue kid mohair tuxedo with black satin lapels navy blue popeline shirt and black brushed shoes julia ducournau wore an embroidered rhinestone mesh dress with black silk slip and absinthecolored silk sandals with crystals,pradapeople anaisdemoustier koreedahirokazu juliaducournau cannes2023,14369,40,antchen festivaldecannes,The image shows a young man standing in front of a black background with white logos of various brands. The man is wearing a dark blue suit with a white shirt and a black tie. He has short dark hair and is smiling at the camera. He is standing with his hands clasped together and appears to be posing for a photo. The logos on the background are arranged in a grid-like pattern.
635,2023-05-14 05:43:46+00:00,prabalgurung,a golden night oh what a night seeing so many of us celebrating and rooting for each other with so much love respect and reverence was emotional for decades we have either downplayed or have never been given any platform to share our incredible stories we fought for it demanded it and eventually when they felt a little generous they gave us the crumbs we saw that and built gold house we made our table a decisionmaking and celebratory one we created a community that rooted and showed up for each other we took the trauma pain of invisibility and turned it into action the result is there for you all to see what astounds me is that its just the 2nd annual and less than four years of gold houses existence and the impact is quantifiable and inspiring thanks to the incredible leadership of and jeremyntran you had to be there to witness the collective love of and from the community and beyond to see the entire cast of joy luck club celebrated was very emotional the impactful joy that gold house brings could be felt throughout–titans of every industry from entertainment to business to technology to politics to social justice attended allies from other communities equally rejoicing in our celebration felt like i was finally in a dream i had dreamt all these years a table and space so diverse that my lifes stronger in colour mantra finally manifested into a reality it was palpable not just to me but to everyone out there celebration with intention creates change and the entire gold house team created a substantive celebratory gala that i will forever remember as instyle rightfully said you may not have realised it but last week was host to not one but two major galas the met gala and gold gala luckily i had the privilege to attend both and walked away from them feeling inspired and energised because witnessing the body of work of all these creatives artists entrepreneurs etc celebrated and in attendance was inspiring and humbling i realise now i have miles to go before i sleep,goldgala,1764,10,bingchen,"The image shows a group of nine women posing for a photo in a room with a beige background. The women are of different ages and ethnicities, and they are all dressed in formal attire. In the center of the group, there is an elderly woman sitting on a chair, wearing a blue dress and a white headscarf. She is smiling and looking at the camera. Behind her, there are nine other women, all of whom are also smiling and posing for the photo. The overall mood of the photo is happy and celebratory."
636,2023-05-25 19:00:09+00:00,prada,ben whishaw and jasmine jobson in prada while attending the bafta television awards 2023 in london ben whishaw winner of the leading actor award for this is going to hurt wore a wool and mohair tuxedo paired with a white stretch poplin smoking shirt and brushed oxford shoes jasmine jobson wore a blue and white satin dress paired with a gold brushed leather prada cleo bag and sandals,pradapeople baftatvawards,12541,34,benwhishaw jasminejobson bafta,"The image shows a young man standing on a red carpet at an event. He is wearing a dark brown suit with a white shirt and black shoes. He has curly dark hair and is smiling at the camera. In his hands, he is holding a trophy, which appears to be a BAFTA award. Behind him, there is a white backdrop with the BAFTA logo and the words ""BAFTA"" written in gold."
637,2022-12-15 09:43:32+00:00,harrystyles,love on tour são paulo iii december 2022,no_hashtag,4147912,22310,no_mention,"The image shows a person performing a handstand on a stage. The person is wearing a purple outfit and is upside down, with their arms stretched out to the sides. The stage is lit up with blue lights, creating a dramatic atmosphere. The background is dark, making the person stand out even more. The image appears to be taken at night, as the stage is dimly lit."
638,2023-05-25 15:00:10+00:00,prada,jasmine trinca in prada total looks for the david di donatello awards ceremony in rome,pradapeople jasminetrinca david68,14242,54,premidavid,The image shows a woman standing on a red carpet in front of a blue background with multiple logos and text. The woman is wearing a sleeveless top with a black and white patterned design and black trousers. She has curly hair and is holding a black clutch in her left hand. She is posing with her right hand on her hip and is looking directly at the camera with a slight smile on her face.
639,2022-12-13 22:11:04+00:00,harrystyles,fine line is three years old today thank you to everyone who listened and everyone who helped me make it pink and blue forever,no_hashtag,4433321,44984,no_mention,"The image is a collage of six photographs arranged in a grid-like pattern. Each photograph is a close-up of a person's legs and feet, wearing white pants and a red shirt. The photographs are arranged in two rows and three columns, with the top row showing the person standing on a red sphere with their legs crossed. The bottom row shows the same person standing in front of a blue sphere, with their arms stretched out to the sides. The background is white, and the photographs appear to be taken from a top-down perspective."
640,2023-03-10 17:04:40+00:00,parisfashionweek,throwback to the backstage of and captured on ’s camera visit our platform to watch all the shows by tapping the link in bio,parisfashionweek pfw iuliamatei,2679,25,alphonsemaitrepierre estermanas iulia_matei,The image shows three young women standing in a room with a white wall and a black railing in the background. The woman on the left is wearing a white long-sleeved top with a floral design on the sleeves and a red clutch purse. She is also wearing a pair of pink high-waisted pants with white tights. The middle woman is standing with her hands on her hips and is looking off to the side with a serious expression on her face. The third woman is walking behind her with her back to the camera. All three women appear to be posing for a photo.
641,2023-05-25 12:25:15+00:00,prada,a first of its kind adidas football for prada presents specially engineered boots thatcombine the sophisticated codes of prada and the highperformance football technologies unique to adidas reimagining top styles predator accuracy copa pure and x crazyfast discover more via link in bio,adidasforprada prada adidasfootball,27420,88,no_mention,"The image is a close-up of a red shoelace with the word ""PRADA"" written in white capital letters on it. The shoelaces are tied in a knot and appear to be made of white thread. The background is blurred, but it appears to be a black and white photo of a person's foot. The image is taken from a slightly elevated angle, looking down on the shoe. The overall mood of the image is dark and mysterious."
642,2023-03-14 17:38:06+00:00,parisfashionweek,founder of pigalle is appointed as the artistic director and senior designer w le coq sportif to dress the athletes of the french teams for the summer olympics and paralympics in paris in 2024,horizonparis2024 paris2024 equipedefrance olympics2024 paralympics2024 lecoqsportif uneseuleequipe,1320,17,stephane_ashpool paris2024 equipefra olympics lecoqsportif,The image is a portrait of a man sitting on a white chair. He is wearing a white baseball cap with the New York Yankees logo on it. He has a beard and is looking off to the side with a serious expression on his face. The background is a solid blue color. The man is sitting with his legs crossed and his hands resting on his knees. He appears to be deep in thought.
643,2022-12-04 17:10:40+00:00,harrystyles,love on tour buenos aires i december 2022,no_hashtag,3714902,28791,no_mention,The image shows a person standing on a stage with their arms raised in the air. The person is wearing a blue outfit and appears to be performing. The stage is lit up with bright lights and there is a large crowd of people in the background. The sky is dark and the overall mood of the image is energetic and dramatic.
644,2023-05-26 10:10:33+00:00,prada,scarlett johansson face of the current handbag campaign wore prada while attending the 76th cannes film festival scarlett johansson wore a petal pink and white scuba fabric dress embellished with a micro embroidery of beads and rhinestones paired with silvercolored brushed sandals while attending the ‘asteroid city’ premiere during the 76th cannes film festival scarlett johansson wore a multistriped drill custom prada dress from spring summer 2011 collection and black satin sandals while attending the ‘asteroid city’ photocall during the 76th cannes film festival scarlett johansson wore a fern green satin mini dress paired with a white jersey top silver brushed leather clutch and white brushed leather sandals while attending the warner brothers discovery party during the 76th cannes film festival,pradagalleria pradapeople scarlettjohansson cannes2023,53214,185,festivaldecannes,"The image shows a woman standing on a red carpet at a film festival. She is wearing a long, floor-length, pink gown with a sweetheart neckline and thin straps. The dress has a fitted bodice and a full skirt that flares out at the bottom. She has blonde hair styled in loose waves and is wearing dramatic makeup with red lipstick. The woman is posing with one hand on her hip and the other resting on her thigh. In the background, there are photographers and photographers taking pictures of the woman. The sky is blue and the overall mood of the image is glamorous and elegant."
645,2023-05-13 20:49:14+00:00,prabalgurung,as a cofounder and board member of this weekend’s was inspiring and impactful it kicked off with letters from the and rest as they say is history next two posts you will get a glimpse of it thank you and for recognizing ’s leadership in changing how the asian pacific diaspora is seen invested in and championed gold house has led cultural change across our community with measurably impactful work that brings profound joy to all who touch it they were instrumental in the success of films from crazy rich asians to parasite to everything everywhere all at once through both success and celebration helping ensure a successful opening the first to award the cast at the inaugural gold gala and were critical to the awards campaign that’s since made history further they help founders build their own houses for econmic change with the largest top asian pacific founder network and definitive fund gold house ventures whose investors are the most influential asian founders of the last decade i was particularly excited for my dear friends agnes chu and nina yang bongiovi to announce the new gold house creative equity fund a 10 million studioinspired fund that will help filmmakers make soundtracks and musicians hit the runway across multiple creative categories accelerators investments and mainstream promotion from gold gala “we have reshaped public opinion by consulting on more than 100 asian pacificled films and series from casting to storylines to product placement invested in the next generation of talent and ensured the debut success of more than two dozen asian pacificled creative projects further we have invested an additional 10 million in 68 companies and placed 30 diverse board directors to help shatter the glass ceiling” to the entire team of goldhouse esp congratulations,goldgala,8756,34,goldhouseco whitehouse potus vp kamalaharris jeremyntran bingchen,"The image shows a young couple standing in front of a dark blue background. The man is on the left side of the image, wearing a black traditional Indian outfit with gold embroidery on the sleeves and a black jacket. He has short dark hair and is looking down at the woman with a smile on his face. The woman is wearing a long pink dress with a floral pattern and has long dark hair. They are standing close together, with the man's arm around the woman's waist. They appear to be in a romantic embrace."
646,2022-02-07 01:16:00+00:00,zendaya,in an interview i was asked about rue’s journey this season i guess this is what i hope we hold onto and are left with in the end… episode 5 tonight,no_hashtag,9660689,22249,no_mention,"The image shows a young woman lying on a wooden table in a dimly lit room. She is resting her head on her hands and appears to be deep in thought. The room has dark green walls and a large window with white curtains on the left side. Above the table, there is a light fixture hanging from the ceiling. On the right side of the image, there are several framed pictures hanging on the wall. The overall mood of the room is somber and contemplative."
647,2023-05-28 14:50:50+00:00,spfw,atenção à programação de hoje último dia de spfw ️,spfw spmdet prefsp édasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento právocêchegarlá ypenospfw andjustlikethat nasescadasdacarrie,666,14,no_mention,"The image shows a model walking on a runway at a fashion show. The model is wearing a pink dress with a floral pattern and has an afro hairstyle. She is looking off to the side with a serious expression on her face. In the background, there are other models walking on the runway. The image also has text that reads ""Line-Up Domingo 28/05 - Contira os destiles do Dia"" which translates to ""Contra of Destiles of Dia"" in English."
648,2022-02-16 20:08:32+00:00,zendaya,new campaign,valentinorendezvous,12058900,24938,maisonvalentino,"The image shows a young woman in a dance pose. She is wearing a red one-piece swimsuit and strappy sandals. Her long dark hair is flying in the air and she is holding a pink handbag in her left hand. The background is a gray wall and there is a camera on a tripod in front of her. The woman appears to be in the middle of a dance move, with her arms stretched out to the sides and her legs bent at the knees."
649,2023-05-24 14:01:06+00:00,urbanoutfitters,for every mood and occassion this summer online now at uo–link in bio,no_hashtag,1917,2,dickies,"The image shows three young people standing on a sidewalk in front of a red brick building. The person on the left is wearing a black leather jacket, a red crop top, beige shorts, and black sneakers. She has long dark hair and is looking off to the side with a serious expression on her face. In the middle, there is a young woman wearing a blue and white checkered shirt, gray pants, and yellow sneakers. On the right, there are two young men, one wearing a gray jacket and the other wearing a white tank top and khaki pants. All three are posing for the camera."
650,2023-04-21 08:08:17+00:00,milanfashionweek,presents the latest additions to the objets nomades collection of inventive and functional furniture and design objects part of milano moda design calendar for this year’s milan design week louis vuitton unveiled the new objets nomades within a specially designed space in the historic palazzo serbelloni,no_hashtag,4130,18,louisvuitton,"The image shows a large, abstract sculpture in the center of a courtyard. The sculpture is made up of multiple layers of white spheres that are arranged in a way that creates a sense of depth and dimension. The spheres are covered in small black dots, giving them a textured appearance. The courtyard is surrounded by two large white buildings with arches and columns, and there are a few people walking around. The sky is blue and the ground is covered in gravel. The overall atmosphere of the image is peaceful and serene."
651,2023-05-07 12:19:24+00:00,watchingnewyork,may archives this has nothing to do with street fashion but you know what movie is tremendous “ghost” 1990 from the moment it starts until it ends it’s just,streetfashion fashion street nyc nycfashion spring springfashion fashiontrends fallfashion newyorkcity style streetstyle vintage thrift,45642,219,no_mention,"The image shows a young couple walking on a sidewalk. The man is on the left side of the image and the woman is walking on the right side. They are both wearing casual clothes, with the man wearing a white t-shirt, black shorts, and black shoes. He has a beard and is carrying a black bag on his shoulder. The woman is wearing a turquoise dress with pink and white striped tights and white sandals. She has long dark hair and is holding a piece of paper in her hand. They appear to be engaged in a conversation. In the background, there are other people walking and a car parked on the street."
652,2022-02-15 05:20:25+00:00,zendaya,,no_hashtag,13825519,19950,thecut micaiahcarter,"The image shows a group of six young women lying on a yellow background. They are all wearing black dresses with a halter neckline and cut-out details on the sides. The women are lying in a circle, with their arms stretched out to the sides and their heads tilted back. They have their eyes closed and are looking directly at the camera. The overall mood of the image is relaxed and casual."
653,2023-05-23 14:01:30+00:00,urbanoutfitters,you enjoying the weather in uo,uocommunity,4765,22,fitsbyd_ ellenduguid trinityalyce uo_pittsburgh gillsinspo georgwhite xxnnhii,The image shows a young woman standing on a cobblestone street in front of a brick building. She is wearing a black crop top and a long silver skirt with a ruffled hem. She has a blue handbag slung over her shoulder and is wearing black ankle boots. Her blonde hair is styled in loose waves and she is looking off to the side with a slight smile on her face.
654,2023-02-18 17:23:50+00:00,leeoliveira,the is the gift that keeps on giving spotted dressed and more,streetsatnyfw juliafox,801,15,fashionweek best,"The image shows a young woman walking on a street in New York City. She is wearing a strapless pink and white dress with a large white pom-pom on the waist. The dress has a sweetheart neckline and is cinched at the waist with a thin strap. The woman is wearing white high heels and has her hair styled in loose waves. She appears to be posing for a photo with a crowd of people behind her, some of whom are holding cameras and taking pictures. The street is lined with brick buildings and there is a black fence on the right side of the image."
655,2023-03-17 22:15:20+00:00,leeoliveira,one trend in street style photography is imperfection photography where photographers focus on capturing the unedited raw and candid moments of the subjects imperfection photography focuses on capturing the authenticity and natural beauty of the moment rather than trying to perfect or enhance the images,no_hashtag,441,27,no_mention,"The image shows a young woman standing in front of a stone wall with a black gate. She is wearing a long orange dress with a high neckline and long sleeves. She has a red handbag slung over her shoulder and is wearing black boots. On the left side of the image, there is a man taking a photo of the woman with a camera. The woman has long braided hair and appears to be taking a picture."
656,2023-03-18 15:04:35+00:00,parisiensinparis,cosy morning ride,shotoniphone paris parisian parisien effortless style effortlesschic natural fashion denim denimmania parisianstyle leparisien laparisienne maje parisfashionweek pfw,4261,3,no_mention,"The image shows a woman riding a green bicycle on a street. She is wearing a beige sweater and black and white striped pants. The bicycle has a basket attached to the front and a red brake light on the rear. The woman is riding on the right side of the road and appears to be in motion. In the background, there is a concrete wall and a tree with bare branches. The sky is blue and the overall mood of the image is peaceful and serene."
657,2023-04-16 14:55:30+00:00,wheresmydriver,so threw a party at even lewis hamilton showed up in denim and supermodels and singers and actresses and influencers you get the picture,revolve coachella revolvefestival,116,5,no_mention,"The image shows a young woman standing on a sandy beach with purple flowers in the background. She is wearing a long, flowing purple dress with a deep V-neckline and thin straps. Her long dark hair is blowing in the wind and she is holding a pink parasol in her right hand. The sky is blue and the sun is shining brightly, creating a peaceful and serene atmosphere. The word ""REVOLVE"" is written in bold white letters at the top of the image."
658,2023-05-27 17:47:02+00:00,spfw,“quantos eus cabem dentro da minha própria pele quando a pele se renova após uma vivência incrível ou arrasadora o que sobra” estas são as perguntas que norteiam a coleção peles que apresenta ao spfw a coleção traz texturas em formatos esféricos cilíndricos e curvilíneos e é toda na paleta de tons de pele desde o marrom escuro até o branco pálido as formas são motivadas pelas experiências de transformação pessoal e vivência de situações difíceis às cicatrizes que se formam e deformam a pele,spfw spmdet prefsp édasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento právocêchegarlá ypenospfw andjustlikethat nasescadasdacarrie,3097,52,renatabuzzo___,The image shows a group of three young women standing in a room with a white wall in the background. The woman in the center is wearing a beige hijab and white sunglasses. She has long dark hair and is looking directly at the camera with a serious expression. The other two women are wearing beige dresses with ruffles on the shoulders. All three women appear to be posing for the camera.
659,2023-05-30 21:01:33+00:00,urbanoutfitters,has done it again with new graphic tees and polos to wear all summer long link in bio,no_hashtag,1392,2,obeyclothing,"The image is a close-up portrait of a young man wearing a blue jacket with red cherries on it. He is also wearing a yellow t-shirt with the word ""Obey"" written on it and green pants. The man is holding a pair of black sunglasses above his head and is adjusting them with his right hand. He has a serious expression on his face and is looking directly at the camera. The background is a bright orange color."
660,2023-05-27 21:53:58+00:00,spfw,rafa silvério fez seu primeiro mergulho na praia com esta coleção de sua marca e foi um bom mergulho entrelaçando cidade e praia passeando entre a alfaiataria desestruturada dos centros urbanos a uma praia ousada e vibrante o verão da silvério é mais sóbrio e urbano arquitetônico mas essa incursão pelo beachwear trouxe cores iluminadas que servem como focos de luz e de sensualidade rejuvenescendo e trazendo uma novidade para o repertório da marca o desfile teve uma trilha ao vivo e cenas de um mar revolto no telão de fundo que explica o tipo de praia que rafael imagina um mar lindo e fresco mas revolto e profundo,spfw spmdet prefsp édasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento právocêchegarlá ypenospfw andjustlikethat nasescadasdacarrie,3555,35,silveriobrand,"The image shows a male model walking down a runway. He is wearing a pink and black sports bra with a cut-out design on the front. The bra is made of a soft, stretchy material and has thin straps that cross over the chest. The model is also wearing black shorts that are slightly flared at the bottom. He has short, curly hair and is looking directly at the camera with a serious expression on his face. The background is blurred, but it appears to be a runway with a crowd of people watching the show."
661,2023-05-25 19:29:00+00:00,urbanoutfitters,youre so ready for summer,uocommunity,1873,12,puza_ishere caitlynwarakomski gbrinkly sarahxu21 sarah_novio,"The image shows a young woman standing on a street with palm trees in the background. She is wearing a long, flowy dress with a pink and blue floral pattern. The dress has a halter neckline and thin straps. The woman is also wearing black sandals. She has long dark hair and is looking directly at the camera with a serious expression. There is a white van parked on the side of the street and a building in the distance. The sky is blue and the overall mood of the image is calm and peaceful."
662,2023-05-02 20:08:07+00:00,versace,donatella versaces custom atelier versace gown for the met gala 2023 over 700 hours of craft by atelier versace created donatella versaces met gala gown chandelier swarovski crystal stones paillette and handmade organza flower embellishments were each hand embroidered onto a delicate nude illusion tulle in a degradé pattern that mimicks that of tweed—a material synonymous with karl lagerfeld and the house of chanel,atelierversace metgala metgala2023,218237,430,donatella_versace,"The image shows a mannequin wearing a long, pink dress. The dress is made of a shiny, sequined fabric and has a sweetheart neckline. The bodice of the dress is strapless and the skirt is full and flows down to the floor. The mannequins are standing in a large room with high ceilings and large windows, allowing natural light to enter the space. There are various sewing machines and other sewing supplies scattered around the room. The overall atmosphere of the room is bright and airy."
663,2023-05-27 12:00:00+00:00,spfw,planta que cresce em roupa foi isso mesmo que vimos no desfile da marca em uma colaboração com a designer espanhola paula ulargui e a paula tem um projeto incrível que tem chamado atenção de marcas do mundo inteiro foi seu trabalho do último ano da faculdade e que tem rendido reflexões sobre nossa relação com a natureza e da própria indústria da moda com o meio ambiente a roupa é feita com um material de fibras naturais que proporcionam o ambiente perfeito pra planta crescer dentro do tecido com os nutrientes certos alguns tecidos são mais fáceis de implementar as sementes outros exigem mais técnica e o mais surpreendente é que paula mostrou que isso é possível plantas crescendo em roupas e que o cuidado é fundamental para que elas durem e você possa continuar usando isso também traz muitas reflexões acerca da nossa relação com a “fico feliz que um projeto tão pessoal pra mim tem se transformado numa nova maneira da gente conectar com a natureza o projeto tem recebido uma repercussão enorme e tenho trabalhado em colab com diversas marcas pelo mundo e fiquei muito contente de vir para o brasil trabalhar com a equipe do tom e da ypê” finaliza paula vocês usariam,spfw spmdet prefsp édasuavida iguatemispfw soudealgodao moda criatividade empreendedorismo modaearte spfworigens sousenacmoda senacmoda komplexotempo diversidade sustentabilidade localiza localizaemmovimento právocêchegarlá ypenospfw andjustlikethat nasescadasdacarrie,14184,102,martins__________ ulargui_escalona oficialype,"The image shows a model walking on a runway during a fashion show. The model is wearing a white dress with a long, flowing cape draped over her shoulders. The cape is made of a shiny, metallic material and is draped over the model's shoulders. She has long, dark hair that is styled in a high ponytail that is pulled back into a sleek, straight look. Her makeup is dramatic, with bold green eyeshadow and bold red lipstick. She is looking off to the side with a serious expression on her face. The background is blurred, but it appears to be a blue and green gradient."
