post_id,timestamp,ownerUsername,type,caption,hashtags,likesCount,commentsCount,image
684,2023-04-09 12:30:00+00:00,watchingnewyork,Sidecar,Easter colors for today. Hope you find all your eggs!!! ❤️🧡💛💚💙💜🐰🐣  #streetfashion #fashion #street #NYC  #nycfashion #winter #winterfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift #easter #pastels,"streetfashion, fashion, street, NYC, nycfashion, winter, winterfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift, easter, pastels",26252,174,https://instagram.ftlv24-1.fna.fbcdn.net/v/t51.2885-15/340302244_3486716658317000_978022882156198988_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.ftlv24-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=pc6zeotpQKQAX-L2YDt&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD859fQloLW-doYYK6Z2k5pSXartNWFRABvqEiEST6pCw&oe=64895F7B&_nc_sid=8721cf
685,2023-05-04 16:02:21+00:00,nyfw,Sidecar,Archive browsing & 2000’s nostalgia is in full swing. #TommyHilfiger said his #SS04 collection was “about color and fun.  Photos courtesy of @gettyimages,"TommyHilfiger, SS04",1188,17,https://instagram.fver1-1.fna.fbcdn.net/v/t51.2885-15/344774214_1234613217442920_5970463790033318727_n.webp?stp=dst-jpg_e35&_nc_ht=instagram.fver1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=CyIbi3cIPiUAX8lktwY&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDLYZUaoTtztZkxVaGjH79Cp76hIbUlznXDbyt2tK3KCw&oe=64890EEA&_nc_sid=8721cf
686,2023-05-24 19:38:14+00:00,whowhatwear,Sidecar,"How do you define boundaries when your family is your work? It may have taken almost 20 years to get here, but @nickjonas, the youngest of the @jonasbrothers, praises the current stage of their sibling journey above all. “We’re brothers at the end of the day, and we also work together. It’s a lot to unpack on a daily basis, but we found a good balance, and I think that’s because, with time, age, and maturity, you find a way for it to all make sense and enjoy the ride. Life is too short to not enjoy it, and the one that we’re on is pretty incredible,” he says. Read more at the link in our bio.  photographer: @rebekahcampbell stylist: @mjonf at @thewallgroup grooming: @kumicraig using @lamer at @thewallgroup manicure: @michinail using Boy de Chanel at @artdeptagency art director: @bonatalia executive talent director: @jbake21 editor: @thatgirlyusra video director: @stephrmro director of photography: @emmapenrose video editor: @collinhughart camera operator: @zachkry sound mixer: drummond dominguez-kincannon",,97585,246,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/348680664_1640205016445333_6874959173859528674_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=kRMZ_8SdQ0cAX_PsRql&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBMKqYVYgow5tJJUVcYve4RI41xKy2CLzLJbmz9wCsIrQ&oe=6487E62B&_nc_sid=8721cf
687,2023-05-02 15:00:02+00:00,nyfw,Sidecar,"#FashionAlliance designers did not come to play at this year's #MetGala. Jack & Lazaro of #ProenzaSchouler, #PrabalGurung, Kate & Laura Mulleavy of #Rodarte, #SergioHudson, and Joseph Altuzarra of #Altuzarra showed up and showed out.  📸: @gettyimages","FashionAlliance, MetGala., ProenzaSchouler,, PrabalGurung,, Rodarte,, SergioHudson,, Altuzarra",1432,14,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/344360476_261261639674242_9001015286220065868_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=gOU9KlYpzp0AX9vghAB&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA--11Jwipy5_RwwPI3zMtO11vVZ6JO0UZzbOTGfAs0Cg&oe=648799E9&_nc_sid=8721cf
688,2023-05-01 22:53:25+00:00,nyfw,Sidecar,"Showstopping. #RitaOra, #QuintaBrunson, #AnokYai, and #QuannahChasinghorse wear #PrabalGurung at the #MetGala.   📸: @gettyimages","RitaOra,, QuintaBrunson,, AnokYai,, QuannahChasinghorse, PrabalGurung, MetGala.",13725,61,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/343967092_217166117721960_8467950519397023140_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=YHSM1O8dzAgAX-MtvXu&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB6IK3WrNFBzHIJP6xdgXuk0hUre5W-48eS7IJQnwOvPQ&oe=64892D21&_nc_sid=8721cf
689,2023-05-02 02:04:42+00:00,fashionweek,Sidecar,"Star walkin’ ✨With creative direction by @nicolaformichetti, #LilNasX is otherworldly in silver, pearls, and diamonds arriving at the #MetGala. Photos by @gettyimages.","LilNasX, MetGala.",33947,309,https://instagram.fakx3-1.fna.fbcdn.net/v/t51.2885-15/344580747_199906056207051_7727222883520557858_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fakx3-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=GHt9Tfysti4AX_3ftae&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBnbdsNUmkEBubtgW66LVBTqQ0CiXnT-gXWqtWmY0julQ&oe=6488FEF0&_nc_sid=8721cf
690,2023-01-10 15:21:34+00:00,facehunter,Sidecar,Casa chic 🎩🇲🇦 #DanielBuren x Sofia @sofiaelarabii  “D’une Arche aux Autres”  #danielburenart #danielbureninstallation #art #contemporaryart @bakchic_thelabel #streetstyle #Casablanca #Morocco #Maroc #AlMagrib #Maghreb #NorthAfrica #kaftan #moroccanstyle #moroccancaftan #FacehunterMorocco,"DanielBuren, danielburenart, danielbureninstallation, art, contemporaryart, streetstyle, Casablanca, Morocco, Maroc, AlMagrib, Maghreb, NorthAfrica, kaftan, moroccanstyle, moroccancaftan, FacehunterMorocco",688,15,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/324556775_671998304653125_5310284594378154924_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=109&_nc_ohc=RMFsJK2B7IEAX8wI4lc&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD5nzMfY8ib5Ccf2o572rPnx0irK09IUwcSZLBuyTsc_A&oe=6488E64B&_nc_sid=8721cf
691,2023-05-25 00:26:46+00:00,urbanoutfitters,Sidecar,Take us out someplace nice tonight. #uocommunity  📸: @mollydalton @jennxevans @juliettedhrl @meganhelengrayx @tumii.o @allisonnjocelyn,uocommunity,1820,18,https://instagram.fyaw1-1.fna.fbcdn.net/v/t51.2885-15/348681129_3035082619956535_1823559255367900396_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fyaw1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=XFO4Z_BwoMAAX-6H9Q5&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDF8ExNhVb3WR2xN7xZ1lm3Rw6c96xedb9ZyvYeJaMTBg&oe=64882989&_nc_sid=8721cf
692,2023-03-06 20:02:00+00:00,parisfashionweek,Sidecar,@claireguillon continues to cover the #pfw!  The shows of the Womenswear Paris Fashion Week® Fall/Winter 2023-2024 are available on the official platform. Click in bio!  Who do you recognize?,pfw!,16633,77,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/330112895_499065378899420_5209413248048580750_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=yglv12lzxV8AX_PZCDo&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCm28uCN57fODj_IrZBnwj5Y-FPJikbKnStoect-JQCCA&oe=6487E543&_nc_sid=8721cf
693,2022-12-12 09:39:08+00:00,facehunter,Sidecar,"Because #Geneva 🇨🇭 is more than a financial hub and a worldwide center for diplomacy… I guess…🖤💛❤️  1-2: Danielle, actress @d.allisson  3-4: Naina, dancer @naina_zts 5-6: Charles, French teacher & photographer @carloscosta_fotos 7-8 Yvonne, plays in a Gugen music band: @aaaaaalllllliiiiiicccccceeeeee  9: Hedi, flea market and antique dealer @sky_skurtizen  10: Monsieur Darbellay  #Genève #Streetstyle #streetsnap #streetfashion #selfexpression #style #individualstyle #styleinspiration #styleinspo #stylefashion #styleoftheday #stylepost #stylegram #mensfashion #mensfashion #Geneva #Genf #GVA #GenevaStyle #Genevois #Plainpalais #Suisse #Romandie #Romands #Schweiz #Svizzera #Svizra #Switzerland #SwissStyle #FacehunterCH","Geneva, Genève, Streetstyle, streetsnap, streetfashion, selfexpression, style, individualstyle, styleinspiration, styleinspo, stylefashion, styleoftheday, stylepost, stylegram, mensfashion, Genf, GVA, GenevaStyle, Genevois, Plainpalais, Suisse, Romandie, Romands, Schweiz, Svizzera, Svizra, Switzerland, SwissStyle, FacehunterCH",2168,43,https://scontent-ord5-1.cdninstagram.com/v/t51.2885-15/319021498_538705868154860_336716902873826051_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=gMMLFyqp6_4AX89d0cn&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfABSk15NVaghPTwRvEVDDvh3wTADaPcLolVzpthc7Ifew&oe=6487C8C6&_nc_sid=8721cf
694,2023-05-03 22:12:17+00:00,nyfw,Sidecar,Dazzling duo ✨ #MindyKhaling stuns in #Simkhai at the #MetGala.,"MindyKhaling, Simkhai, MetGala.",1248,14,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/344525298_1011879840218649_2028883154152272631_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=109&_nc_ohc=3lyRg9SmGLcAX84OtAZ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDFqj70RDh9xK5ZcnGgCbR4Ehg3t9YDCubGPLTZusr2OQ&oe=648833A1&_nc_sid=8721cf
695,2023-05-21 23:29:44+00:00,urbanoutfitters,Sidecar,This season's top players (new sports graphics) at the link in bio.,,2003,15,https://instagram.fhfa2-2.fna.fbcdn.net/v/t51.2885-15/347823121_656633173127978_7977810924624590273_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fhfa2-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=--qha_2WfDoAX_z3mTd&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCohhh3y3T-Nyhv7wa32R8S2-sJPj4E3CVrDE9qFhHtyw&oe=6488825B&_nc_sid=8721cf
696,2022-12-06 14:50:57+00:00,facehunter,Sidecar,"I’m continuing my exploration of innovation and creativity to celebrate @ballantines latest limited edition, created in partnership with visual artist @demsky__.    This week, immersing into the world of Berlin-based Brazilian artist @RafaellaBraga whose studio I visited in the Treptow neighborhood.   “When I create a painting and see myself through it, I know that I’m being true to myself in a way that I can’t translate in words.   I don’t want to change the world because it sounds a bit superficial. I just hope that I can make some difference in the people who connect with my work, that people can see the truth in themselves.”   Rafaella’s explorative artform encapsulates how the future is yours to shape!    Enjoy #Ballantines Responsibly! #BallantinesxJDemsky #StayTrue #ad","Ballantines, BallantinesxJDemsky, StayTrue, ad",236,10,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/318350570_1462832350906818_5262703617482674135_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=wb9Desznqu0AX8pH8YX&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBUsNk6GbaAMg5f7CN8FUU7BwZ4byUnQc1PDD-OjYvtXQ&oe=6487ABAD&_nc_sid=8721cf
697,2023-06-04 12:00:11+00:00,prada,Sidecar,Patterns the stand in for summer are rethought and reiterated.  Discover more via link in bio.  #Prada,Prada,21109,79,https://instagram.fath4-2.fna.fbcdn.net/v/t51.2885-15/351290119_210106518514649_4823329350579969426_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fath4-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=skOD4twZ70AAX96GEwz&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC3MWucbPpZYXXNah3YNWLHn62eRTnH9uMNbE0Eqgt-gQ&oe=6488A10A&_nc_sid=8721cf
698,2023-05-02 15:41:10+00:00,versace,Sidecar,"Simu Liu's custom Atelier Versace suit for the Met Gala 2023.  The custom Atelier Versace design took over 120 hours to complete, with a Grain de Poudre wool blazer featuring intricate hand-finished silk satin plissé inserts to the front.  @simuliu #AtelierVersace #MetGala #MetGala2023","AtelierVersace, MetGala, MetGala2023",27456,81,https://instagram.fhyd2-2.fna.fbcdn.net/v/t51.2885-15/344606506_190788713851851_2673405181037881530_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fhyd2-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=HYzgltHd34IAX_CKwfl&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBtNgFWt50fgH5Qc3HdPkL0qH2FTUX4L9Boc9fIFLy6DQ&oe=6487720B&_nc_sid=8721cf
699,2023-03-13 10:22:19+00:00,milanfashionweek,Sidecar,"Oscars night moments with looks from Italian Designers, in the pictures:  -Nicole Kidman in custom Armani  -Lady Gaga in Versace  -Jessica Chastain in Gucci  -Florence Pugh in Maison Valentino and Andrew Garfield in Fendi  -Halle Bailey in Dolce & Gabbana  -Salma Hayek in Gucci and Pedro Pascal in Zegna  -Zoe Saldana in Fendi  -Winnie Harlow in Armani  #CNMIMembers #Oscars2023 #Oscars","CNMIMembers, Oscars2023, Oscars",2367,16,https://instagram.fhuy2-1.fna.fbcdn.net/v/t51.2885-15/334765247_3258220751157516_4089111781203862517_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fhuy2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=cd2Upkl5wygAX-W8SGI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAIdAmojSSM07E13rf9q4fOEG0sw882mPlYzgeGM1RapA&oe=64885F03&_nc_sid=8721cf
700,2023-03-21 08:26:47+00:00,milanfashionweek,Sidecar,"Camera Nazionale della Moda Italiana announces the new edition of #MilanoModaGraduate an event created in 2015 with the aim of celebrating and promoting the excellence of Italian fashion schools.  The Milano Moda Graduate 2023 fashion show will be held during Milan Fashion Week in September. The selected designers will present capsule collections and outfits created during the tutorship period curated by CNMI, in front of a prestigious parterre and an international jury awarding the prizes. The event includes a Fashion Design section and one created together with YKK, the event's main partner.   Institutions or universities can submit their candidates by April 10, undergraduates or graduates who graduated less than 1 year ago from three-year and master's fashion design courses.  Read the full article on CameraModa.it",MilanoModaGraduate,1672,25,https://instagram.fman1-2.fna.fbcdn.net/v/t51.2885-15/337352026_755669889555146_1761518072467403442_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fman1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=f13Wj7NTKtgAX-xGh0Z&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBfHtRLHQ66Fpc5brL8uyf9EkfhB90VVaJRZ52uzvSskA&oe=6488AB4C&_nc_sid=8721cf
701,2023-03-06 11:44:59+00:00,milanfashionweek,Sidecar,"@maisonvalentino presents the Fall/Winter 2023-24 collection, Creative Director Pierpaolo Piccioli takes black tie at its face value, a figure of speech for a collection centered on garments drawn from the everyday. Conjectures and cultural capital are reversed: symbol of male power, emblem of orthodoxy and restriction, our preconceptions about the tie become theoretical architecture for a collection that plays with rules, emancipating meaning. Its ideological conception is questioned, eventually contradicted and completely redefined.  The conscious journey of Maison Valentino continues in its constant commitment to greater environmental awareness also on the occasion of the Valentino Black Tie Fall/Winter 2023 fashion show.   The guests of the show are hosted on wooden benches that will be entirely reused by the Maison for its future events and projects, with a view to supporting the reuse of resources. The carpet is totally recycled following the event by its Italian supplier, equally attentive to the environmental impact and characterized by eco-conscious ethics. The brand will donate part of the textile materials used for the fashion show to the association with the aim of promoting the circular economy. #CNMIMembers #ValentinoBlackTie #MaisonValentino","CNMIMembers, ValentinoBlackTie, MaisonValentino",4900,43,https://instagram.fopo5-2.fna.fbcdn.net/v/t51.2885-15/333855710_581645480654359_59083640063167336_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fopo5-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=AJ4A3x4fpA8AX-ZQFsr&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCGksPkRnO53M5rLLrlGHuiS2Aj3ishoPU5_bc7ZrBtsA&oe=6488CA50&_nc_sid=8721cf
702,2023-03-09 10:42:39+00:00,milanfashionweek,Sidecar,The streets at #MFW !  Shot by @thomrazzano,MFW,3541,26,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/334378696_197281306256304_6736338619935468662_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Xjdag3KIy6oAX-hn68s&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBRkEi0OKeYqsaRUOGlzU4YP3-jPPDtz35tzzj04d2Lfw&oe=6487FD57&_nc_sid=8721cf
703,2023-03-10 15:48:10+00:00,milanfashionweek,Sidecar,"@versace unveils the new #VersaceFW23 in Los Angeles. ""For me, Los Angeles is a natural home for us because we share the DNA of energy, power, creativity, and imagination. Together at this show we share those values around the globe”. - Donatella Versace  #CNMIMembers","VersaceFW23, CNMIMembers",10701,66,https://instagram.fraj1-1.fna.fbcdn.net/v/t51.2885-15/334256989_159373096595734_5427281747912120205_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fraj1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DXt8vduG6HgAX_v7fwl&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCU586WCimGupEUlOJyo1lI6KqdsOj5BiAra_1eZLFqdA&oe=648819B1&_nc_sid=8721cf
704,2022-11-28 13:08:55+00:00,facehunter,Sidecar,"To celebrate @ballantines latest limited edition Finest bottle, created in partnership with visual artist @demsky__ I am exploring different approaches to innovation.  Nzinga B. Mboup @nzingabm is a Dakar-based bio-climatic architect who believes that the future of architecture should revert to ancestral construction techniques.  ""Some of the oldest buildings or structures in this world are actually built with Earth. There is a reason why these buildings are still here, they were built with intimate knowledge of the material technology.""  Enjoy Ballantine's Responsibly! #BallantinesxDemsky #StayTrue #ad","BallantinesxDemsky, StayTrue, ad",245,6,https://scontent-mxp2-1.cdninstagram.com/v/t51.2885-15/317549713_695954332127260_3483027297242875725_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-mxp2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=uE8WXOXe10cAX8lp9bj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBIkAk2fowLyjIR0VOhTr-8iiqrPSfsDSF1cS1TlOmCQQ&oe=648863A3&_nc_sid=8721cf
705,2023-05-08 21:22:17+00:00,nyfw,Sidecar,"Happy #AAPIHeritageMonth! #NYFW designers represented this past weekend at the 2nd annual @Goldhouseco Gold Gala. The event honors Asian Pacific communities across multiple disciplines. ⁠ ⁠ Attendees included #KimShui, #PrabalGurung, #KeHuyQuan in #ThomBrowne, #SandraOh in Prabal Gurung, #StephanieShepherd in #Altuzarra, and more. ⁠","AAPIHeritageMonth!, NYFW, KimShui,, PrabalGurung,, KeHuyQuan, ThomBrowne,, SandraOh, StephanieShepherd, Altuzarra,",1014,16,https://instagram.fltn3-1.fna.fbcdn.net/v/t51.2885-15/345815342_191445637153089_6931178160429258658_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fltn3-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=IAvTUb_Cs7EAX87Y0GE&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA702hFjAj5tqPstO7gnqw6CRqxrjMzZOHLHowSgQmpFQ&oe=64895D21&_nc_sid=8721cf
706,2023-01-06 15:15:01+00:00,facehunter,Sidecar,"#Casablanca 🇲🇦 was one of the most important #architectural laboratories in the 20th Century and it still shows. Can’t remember last time I’ve seen as many unique expressions of #modernism. There are literally not two identical #buildings in #Morocco‘s economic capital.  After almost entirely destroying Casablanca and killing 7,000 people in 1907, France decided to build a “ville nouvelle” (new city) for its large European population and a “ville indigène” (Indigineous city) to house Moroccans.  During its rule of Morocco (1912-1956), France invited European architects to use Casa as their canva. It turned into what has been considered “a model of a modernist city”. State-of-the-art innovations were plentiful but essentially dedicated to European settlers.  #Maroc #Morocco #AlMagrib #Maghreb #NorthAfrica #colonisation #colonialarchitecture #modernisme #archi #archidaily #archilover #architect #archilovers #archiporn #brutalism #brutalistarchitecture #FacehunterMorocco","Casablanca, architectural, modernism., buildings, Morocco‘s, Maroc, Morocco, AlMagrib, Maghreb, NorthAfrica, colonisation, colonialarchitecture, modernisme, archi, archidaily, archilover, architect, archilovers, archiporn, brutalism, brutalistarchitecture, FacehunterMorocco",1854,32,https://scontent-dus1-1.cdninstagram.com/v/t51.2885-15/323821280_929104701411791_4005630033423557899_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-dus1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=oVWlaK12uBoAX8MwTjy&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC0xBJqz2c8bKikq7mu8TF4DRkov1bEVEZwcjurMDF_fw&oe=64886438&_nc_sid=8721cf
707,2022-12-12 20:01:33+00:00,taylorswift,Sidecar,"Had the honor of speaking to Martin McDonagh about his brilliant film The Banshees of Inisherin. This is one you HAVE to go see in theaters, so full of heart and wit and darkness and humor. Check out showtimes and go support this incredible film 🎥 ♥️ @variety @banshees_movie @mschwartzphoto",,3278330,0,https://instagram.fath3-4.fna.fbcdn.net/v/t51.2885-15/318146302_836059417727508_3490733711901902472_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fath3-4.fna.fbcdn.net&_nc_cat=1&_nc_ohc=G0UDhhEaFboAX-UKTaj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDAfs41gm5mhPKaQoo0aPhtDevMn1eKkDW-XqSBWhHdqQ&oe=6488CA70&_nc_sid=8721cf
708,2022-10-22 11:45:04+00:00,facehunter,Sidecar,"For my first time in post-Brexit #London 🐣 I’ve been capturing some #streetstyle at the iconic Central Saint Martins (#CSM) art school. 🌈🐠🪁  1. Rowan, Fine Art, @rowanparker18  2-4. Neema @neemakayitesi  5. Maria, Fine Art, @mari.calli  6. Leo, Performance Design, @leomonira 7. Seoyun @seenseo  8. Paritos, Fashion promotion and communication, @222paritos  9. Alyssa, Fine Art, @aoka_s.qianzi   #LondonStyle #LondonStreetstyle #England #UK #style #styleinspo #styleinspiration #stylefashion #styleoftheday #styles #menstyle #menfashion #menwithstyle #mensfashion #womenfashion #girlstyle #stylish #stylishlook #artstudent #artstudents #FacehunterLondon","London, streetstyle, CSM), LondonStyle, LondonStreetstyle, England, UK, style, styleinspo, styleinspiration, stylefashion, styleoftheday, styles, menstyle, menfashion, menwithstyle, mensfashion, womenfashion, girlstyle, stylish, stylishlook, artstudent, artstudents, FacehunterLondon",1064,32,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/312154301_438508761545611_6197539082228800708_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=107&_nc_ohc=ybqBzWjSdxIAX_Dc2Ro&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDX7wnNlVTwrqwqopyaR6GPpu_EVJdpzyg_xGpD09EHMw&oe=648922EF&_nc_sid=8721cf
709,2023-01-11 11:00:08+00:00,leeoliveira,Sidecar,"Piazza Carlo Stuparich, Milan",,218,9,https://scontent-msp1-1.cdninstagram.com/v/t51.2885-15/324392617_164011902633400_1100562934404040569_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-msp1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=yik3dwHnwFAAX8BOx-x&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB9XkROSHXHweA85XHHl-VjJSTYJxZGxJtqWwU7IeVOvw&oe=6487E48F&_nc_sid=8721cf
710,2023-01-08 16:25:17+00:00,facehunter,Sidecar,#Casablanca 🇲🇦 Mohammed Karim owns a clothing store in the #Habous neighbourhood.  #Hubous #Maroc #Morocco #AlMagrib Maghreb #NorthAfrica #streetstyle #mensstyle #mensfashion #mensclothing #FacehunterMorocco,"Casablanca, Habous, Hubous, Maroc, Morocco, AlMagrib, NorthAfrica, streetstyle, mensstyle, mensfashion, mensclothing, FacehunterMorocco",622,8,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/324238886_888733602576767_3961996646488511728_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=ICRf-L1wEZEAX_VkQc4&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA0TsxX2XsUTjMICvBEm1Vw5G4ARBloJXPEEsCvMxe2vw&oe=64893EE9&_nc_sid=8721cf
711,2022-10-26 08:00:41+00:00,facehunter,Sidecar,Some more street swag made in #London 🪡❤️‍🔥  1-2: Michael @fujiwara_nakatomi  3-4: Maja @majadarlington  5: Noah @noahdayan 6-7: Franzine @franzinepermejo  8: Oscar @omhlondon  9: Hannah @hannieratz  10: Paul  #streetstyle #LondonStyle #LondonStreetstyle #England #UK #style #styleinspo #styleinspiration #stylefashion #styleoftheday #styles #menstyle #menfashion #menwithstyle #mensfashion #womenfashion #girlstyle #stylish #stylishlook #England #UK #FacehunterLondon #🇬🇧,"London, streetstyle, LondonStyle, LondonStreetstyle, England, UK, style, styleinspo, styleinspiration, stylefashion, styleoftheday, styles, menstyle, menfashion, menwithstyle, mensfashion, womenfashion, girlstyle, stylish, stylishlook, FacehunterLondon, 🇬🇧",1082,35,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/313202252_146043147857547_3784263062107890696_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=eq_g3h2c4XQAX-K1dii&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA2u7x5pDxroSDfL4AkEN17lMwANZYQwo4AGLhGwn_3Zw&oe=64891645&_nc_sid=8721cf
712,2023-03-13 09:36:02+00:00,milanfashionweek,Sidecar,"Moments at the 95th Academy Awards with looks from Italian Designers, in the pictures:  -Jamie Lee Curtis in Dolce & Gabbana and Brendan Fraser in Armani.  -Margot Robbie in Armani  -Ariana de Bose in Versace  -Riz Ahmed in Prada  -Angela Bassett in Moschino  -Emily Blunt in Maison Valentino  -Ashley Graham in Alberta Ferretti  #CNMIMembers #Oscars2023 #Oscars","CNMIMembers, Oscars2023, Oscars",3281,31,https://instagram.flhr10-2.fna.fbcdn.net/v/t51.2885-15/334865698_917469306372817_7054764734401436830_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.flhr10-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=8wF9JnRRMaQAX-ok-nD&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAG7ruRaGfu6905Rep3sX1t80iTpSM-FyfkPQmJNwUA6g&oe=64886BF8&_nc_sid=8721cf
